resume_id,job_index,job_id,job_title,score_tfidf,skill_overlap,combined_score,rank
resume_1,943,944,Product Manager,0.18946178492339916,0.07317073170731707,0.15457446895857452,1
resume_1,1489,1490,Engineer,0.1844659636352553,0.07317073170731707,0.15107739405687381,2
resume_1,1240,1241,DevOps,0.18328482380572164,0.024390243902439025,0.13561644983473686,3
resume_1,722,723,Analyst,0.18169328584327063,0.024390243902439025,0.13450237326102116,4
resume_1,1106,1107,Engineer,0.174463707700661,0.025,0.1296245953904627,5
resume_1,1268,1269,DevOps,0.15244142677853462,0.07317073170731707,0.12866021825716933,6
resume_1,499,500,Data Scientist,0.1468059947201725,0.07317073170731707,0.12471541581631587,7
resume_1,601,602,Data Scientist,0.15482759602425317,0.05128205128205128,0.1237639326015926,8
resume_1,1701,1702,Analyst,0.16517799085940427,0.023809523809523808,0.12276745074444012,9
resume_1,1210,1211,Engineer,0.1528267901360053,0.04878048780487805,0.12161289943666713,10
resume_10,1091,1092,Engineer,0.2062193579418244,0.044444444444444446,0.1576868838926104,1
resume_10,1631,1632,Product Manager,0.17473736946504156,0.06976744186046512,0.1432463911836686,2
resume_10,1503,1504,HR Executive,0.18917397347562068,0.023255813953488372,0.13939852561898097,3
resume_10,1310,1311,Data Scientist,0.18170051307832055,0.022222222222222223,0.13385702582149103,4
resume_10,1164,1165,Analyst,0.166657177773786,0.044444444444444446,0.12999335777498353,5
resume_10,984,985,DevOps,0.16355789161602208,0.044444444444444446,0.12782385746454877,6
resume_10,1771,1772,HR Executive,0.155103375707779,0.046511627906976744,0.12252585136753831,7
resume_10,1596,1597,Data Scientist,0.1502920257400624,0.046511627906976744,0.1191579063901367,8
resume_10,1684,1685,HR Executive,0.16229192240018953,0.0,0.11360434568013265,9
resume_10,1947,1948,Engineer,0.14547402442011886,0.023255813953488372,0.10880856128012972,10
resume_100,800,801,Analyst,0.18665255888566806,0.030303030303030304,0.13974770031087674,1
resume_100,306,307,Product Manager,0.17898061076766447,0.03125,0.13466142753736512,2
resume_100,1356,1357,HR Executive,0.14545721829303773,0.09375,0.12994505280512642,3
resume_100,398,399,Engineer,0.17621538648784896,0.0,0.12335077054149426,4
resume_100,686,687,Product Manager,0.14863042008291885,0.06060606060606061,0.12222311223986138,5
resume_100,1682,1683,DevOps,0.16182457519668653,0.029411764705882353,0.12210073204944526,6
resume_100,369,370,Data Scientist,0.1583438935482545,0.030303030303030304,0.11993163457468724,7
resume_100,147,148,HR Executive,0.15537483589671042,0.029411764705882353,0.11758591453946199,8
resume_100,607,608,Engineer,0.16611393145555683,0.0,0.11627975201888978,9
resume_100,1804,1805,Analyst,0.1386113805658215,0.0625,0.11577796639607506,10
resume_1000,210,211,HR Executive,0.2325406076591175,0.04,0.17477842536138224,1
resume_1000,1323,1324,Engineer,0.21964749317603716,0.038461538461538464,0.16529170676168753,2
resume_1000,930,931,Analyst,0.18421756164375813,0.03773584905660377,0.14027304786761183,3
resume_1000,674,675,Data Scientist,0.19103574000358572,0.018867924528301886,0.13938539536100056,4
resume_1000,381,382,Data Scientist,0.17851488855751768,0.038461538461538464,0.1364988835287239,5
resume_1000,1101,1102,Analyst,0.1694614067671038,0.0392156862745098,0.1303876906193256,6
resume_1000,1830,1831,DevOps,0.1651149307476612,0.04,0.12758045152336284,7
resume_1000,288,289,DevOps,0.1634697492454994,0.03773584905660377,0.1257495791888307,8
resume_1000,1640,1641,Product Manager,0.15217924256252713,0.057692307692307696,0.12383316210146128,9
resume_1000,1860,1861,Engineer,0.1767206902978004,0.0,0.12370448320846028,10
resume_10000,1169,1170,DevOps,0.20118149382347383,0.08571428571428572,0.1665413313907174,1
resume_10000,1991,1992,Engineer,0.2105755769951368,0.02857142857142857,0.1559743324680243,2
resume_10000,238,239,Product Manager,0.19412942991522378,0.05714285714285714,0.15303345808351376,3
resume_10000,18,19,DevOps,0.19142440114531767,0.05714285714285714,0.15113993794457947,4
resume_10000,1936,1937,DevOps,0.16148672832574548,0.08571428571428572,0.13875499554230755,5
resume_10000,685,686,Analyst,0.1719735455256649,0.05555555555555555,0.1370481485346321,6
resume_10000,218,219,Analyst,0.17945887395711976,0.02857142857142857,0.1341926403414124,7
resume_10000,581,582,Data Scientist,0.13408885600738055,0.11764705882352941,0.1291563168522252,8
resume_10000,1742,1743,Data Scientist,0.15546114790897503,0.058823529411764705,0.12646986235981192,9
resume_10000,355,356,DevOps,0.14027781260128813,0.08823529411764706,0.12466505705619581,10
resume_1001,1764,1765,HR Executive,0.18504998032486691,0.025,0.13703498622740684,1
resume_1001,353,354,Data Scientist,0.1696453422384873,0.04878048780487805,0.1333858859084045,2
resume_1001,1114,1115,Data Scientist,0.15537362694731952,0.07317073170731707,0.1307127583753188,3
resume_1001,597,598,Analyst,0.17522369967190193,0.025,0.13015658977033134,4
resume_1001,1520,1521,Engineer,0.1567923318902519,0.05,0.12475463232317632,5
resume_1001,1738,1739,DevOps,0.163609474159486,0.025,0.1220266319116402,6
resume_1001,238,239,Product Manager,0.16889180734614942,0.0,0.11822426514230458,7
resume_1001,26,27,HR Executive,0.14484856565533322,0.04878048780487805,0.11602814230019666,8
resume_1001,478,479,Data Scientist,0.15358179501668018,0.024390243902439025,0.11482432968240783,9
resume_1001,1040,1041,DevOps,0.14248355653047096,0.05,0.11473848957132966,10
resume_1002,15,16,DevOps,0.26240330153008723,0.02857142857142857,0.19225373964248962,1
resume_1002,1070,1071,HR Executive,0.2122999834076572,0.029411764705882353,0.15743351779712475,2
resume_1002,1239,1240,HR Executive,0.19042089879716295,0.05714285714285714,0.15043748630087117,3
resume_1002,1086,1087,HR Executive,0.19397972039302097,0.027777777777777776,0.144119137608448,4
resume_1002,1875,1876,DevOps,0.17788609654376306,0.06060606060606061,0.1427020857624523,5
resume_1002,1153,1154,Engineer,0.17573525444115418,0.05714285714285714,0.14015753525166505,6
resume_1002,1136,1137,Data Scientist,0.18629004827928686,0.030303030303030304,0.1394939428864099,7
resume_1002,712,713,Engineer,0.17062009915911625,0.0625,0.13818406941138137,8
resume_1002,642,643,Analyst,0.15648665232784464,0.08823529411764706,0.13601124486478536,9
resume_1002,1421,1422,Analyst,0.16774549571251934,0.05714285714285714,0.13456470414162067,10
resume_1003,564,565,Data Scientist,0.2030583178203537,0.027777777777777776,0.15047415580758092,1
resume_1003,1202,1203,Data Scientist,0.1587424127705984,0.11764705882352941,0.14641380658647768,2
resume_1003,817,818,Analyst,0.18145227016698817,0.029411764705882353,0.1358401185286564,3
resume_1003,1712,1713,Data Scientist,0.15274100330402784,0.08571428571428572,0.1326329880271052,4
resume_1003,528,529,Product Manager,0.15188525325323476,0.08571428571428572,0.13203396299155004,5
resume_1003,1557,1558,DevOps,0.16257986845787056,0.05555555555555555,0.13047257458717607,6
resume_1003,115,116,Analyst,0.1707423440633041,0.02857142857142857,0.12809106941574144,7
resume_1003,700,701,Data Scientist,0.1681385186568754,0.029411764705882353,0.12652049247157748,8
resume_1003,1855,1856,Engineer,0.17430754352462788,0.0,0.1220152804672395,9
resume_1003,1692,1693,DevOps,0.14455604425962226,0.06060606060606061,0.11937104916355376,10
resume_1004,276,277,Data Scientist,0.2089936590553726,0.0,0.14629556133876082,1
resume_1004,983,984,Data Scientist,0.19401041649596037,0.023809523809523808,0.1429501486900294,2
resume_1004,301,302,HR Executive,0.19223231685365566,0.023809523809523808,0.1417054789404161,3
resume_1004,1500,1501,Engineer,0.18237335000978053,0.023809523809523808,0.1348042021497035,4
resume_1004,25,26,Data Scientist,0.18085835185948596,0.0,0.12660084630164017,5
resume_1004,1884,1885,HR Executive,0.16488936126996814,0.024390243902439025,0.1227396260597094,6
resume_1004,1762,1763,Data Scientist,0.17335423212818296,0.0,0.12134796248972807,7
resume_1004,1450,1451,Data Scientist,0.16698291277942168,0.0,0.11688803894559517,8
resume_1004,500,501,Engineer,0.15604936352824003,0.024390243902439025,0.11655162764049973,9
resume_1004,450,451,Engineer,0.15196741689063586,0.024390243902439025,0.11369426499417681,10
resume_1005,637,638,Analyst,0.16993058107831122,0.025,0.12645140675481784,1
